output_var_name,change_in_multiplier,strategy_code,cost_factor,cost_factor_function,strategy,comparison_code,difference_variable,output_variable_name,multiplier,annual change,sum,diff_var
cb:scoe:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_scoe_*,cb:scoe:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_scoe_fuel_gasoline
cb:scoe:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_scoe_*,cb:scoe:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_scoe_fuel_hydrogen
cb:scoe:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_scoe_*,cb:scoe:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_scoe_fuel_biomass
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_nuclear
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_hydrogen
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_coke
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_waste
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_biogas
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_biofuels
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_other
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_gasoline
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_diesel
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_coal
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_oil
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_biomass
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_hydrocarbon_gas_liquids
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_kerosene
cb:entc:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_entc_*,cb:entc:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_entc_fuel_natural_gas
cb:trns:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_trns_*,cb:trns:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_trns_fuel_hydrogen
cb:trns:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_trns_*,cb:trns:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_trns_fuel_ammonia
cb:trns:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_trns_*,cb:trns:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_trns_fuel_natural_gas
cb:trns:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_trns_*,cb:trns:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_trns_fuel_kerosene
cb:trns:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_trns_*,cb:trns:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_trns_fuel_gasoline
cb:trns:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_trns_*,cb:trns:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_trns_fuel_hydrocarbon_gas_liquids
cb:trns:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_trns_*,cb:trns:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_trns_fuel_biofuels
cb:trns:sector_specific:fuel_cost:X,1,PFLO:CONSTRAINED,enfu_sector_fuel_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_trns_*,cb:trns:sector_specific:fuel_cost:X,-500000,1,1,totalvalue_enfu_fuel_consumed_trns_fuel_diesel
cb:entc:air_pollution:X:diesel,1,PFLO:CONSTRAINED,entc_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_annual_production_by_technology_pp_coal,cb:entc:air_pollution:X:diesel,-2768315,1,0,nemomod_entc_annual_production_by_technology_pp_coal_ccs
cb:entc:air_pollution:X:diesel,1,PFLO:CONSTRAINED,entc_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_annual_production_by_technology_pp_coal,cb:entc:air_pollution:X:diesel,-2768315,1,0,nemomod_entc_annual_production_by_technology_pp_coal
cb:entc:air_pollution:X:gasoline,1,PFLO:CONSTRAINED,entc_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_annual_production_by_technology_pp_gas,cb:entc:air_pollution:X:gasoline,-98656.5,1,0,nemomod_entc_annual_production_by_technology_pp_gas
cb:entc:air_pollution:X:gasoline,1,PFLO:CONSTRAINED,entc_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_annual_production_by_technology_pp_gas,cb:entc:air_pollution:X:gasoline,-98656.5,1,0,nemomod_entc_annual_production_by_technology_pp_gas_ccs
cb:entc:air_pollution:X:biofuels,1,PFLO:CONSTRAINED,entc_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_annual_production_by_technology_pp_oil,cb:entc:air_pollution:X:biofuels,-1433486,1,0,nemomod_entc_annual_production_by_technology_pp_oil
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_fp_hydrogen_gasification
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_nuclear
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_biomass
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_geothermal
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_coal_ccs
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_fp_hydrogen_reformation_ccs
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_fp_ammonia_production
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_solar
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_fp_hydrogen_reformation
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_hydropower
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_coal
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_biogas
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_waste_incineration
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_wind
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_ocean
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_gas
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_gas_ccs
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_pp_oil
cb:entc:technical_cost:electricity:capex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_capital*,cb:entc:technical_cost:electricity:capex,-1000000,1,1,nemomod_entc_discounted_capital_investment_fp_hydrogen_electrolysis
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_wind
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_coal
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_waste_incineration
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_fp_hydrogen_reformation
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_solar
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_ocean
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_biogas
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_fp_hydrogen_gasification
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_gas
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_oil
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_fp_hydrogen_reformation_ccs
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_geothermal
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_gas_ccs
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_fp_ammonia_production
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_nuclear
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_fp_hydrogen_electrolysis
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_coal_ccs
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_hydropower
cb:entc:technical_cost:electricity:opex,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,nemomod_entc_discounted_operating*,cb:entc:technical_cost:electricity:opex,-1000000,1,1,nemomod_entc_discounted_operating_costs_pp_biomass
cb:entc:technical_cost:electricity:transmission,1,PFLO:CONSTRAINED,entc_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,prod_enfu_fuel_electricity_pj,cb:entc:technical_cost:electricity:transmission,740000,1,1,prod_enfu_fuel_electricity_pj
cb:inen:air_pollution:X:diesel,1,PFLO:CONSTRAINED,inen_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,energy_demand_enfu_subsector_total_pj_inen_fuel_diesel,cb:inen:air_pollution:X:diesel,-8471713,1,0,energy_demand_enfu_subsector_total_pj_inen_fuel_diesel
cb:inen:air_pollution:X:gasoline,1,PFLO:CONSTRAINED,inen_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,energy_demand_enfu_subsector_total_pj_inen_fuel_gasoline,cb:inen:air_pollution:X:gasoline,-1161035,1,0,energy_demand_enfu_subsector_total_pj_inen_fuel_gasoline
cb:inen:air_pollution:X:biomass,1,PFLO:CONSTRAINED,inen_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,energy_demand_enfu_subsector_total_pj_inen_fuel_biomass,cb:inen:air_pollution:X:biomass,-3055862,1,0,energy_demand_enfu_subsector_total_pj_inen_fuel_biomass
cb:inen:air_pollution:X:coal,1,PFLO:CONSTRAINED,inen_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,energy_demand_enfu_subsector_total_pj_inen_fuel_coal,cb:inen:air_pollution:X:coal,-2468365,1,0,energy_demand_enfu_subsector_total_pj_inen_fuel_coal
cb:inen:air_pollution:X:coke,1,PFLO:CONSTRAINED,inen_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,energy_demand_enfu_subsector_total_pj_inen_fuel_coke,cb:inen:air_pollution:X:coke,-2468365,1,0,energy_demand_enfu_subsector_total_pj_inen_fuel_coke
cb:inen:air_pollution:X:natural_gas,1,PFLO:CONSTRAINED,inen_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,energy_demand_enfu_subsector_total_pj_inen_fuel_natural_gas,cb:inen:air_pollution:X:natural_gas,-122334,1,0,energy_demand_enfu_subsector_total_pj_inen_fuel_natural_gas
cb:ippu:air_pollution:X:cement,1,PFLO:CONSTRAINED,ippu_avoided_air_pollution_cement_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,prod_ippu_cement_tonne,cb:ippu:air_pollution:X:cement,-45,1,0,prod_ippu_cement_tonne
cb:ippu:ippu_value:industrial_products:cement,1,PFLO:CONSTRAINED,ippu_avoided_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,prod_ippu_cement_tonne,cb:ippu:ippu_value:industrial_products:cement,-85,1,0,prod_ippu_cement_tonne
cb:ippu:ippu_value:industrial_products:steel,1,PFLO:CONSTRAINED,ippu_avoided_production_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,prod_ippu_metals_tonne,cb:ippu:ippu_value:industrial_products:steel,-370,1,0,prod_ippu_metals_tonne
cb:lsmm:fuel_cost:waste_to_energy_value:X,1,PFLO:CONSTRAINED,lsmm_waste_to_energy_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,gasrecovered_lsmm_biogass_anaerobic_digester_tonne,cb:lsmm:fuel_cost:waste_to_energy_value:X,323.5294118,1,1,gasrecovered_lsmm_biogass_anaerobic_digester_tonne
cb:soil:technical_cost:agriculture_inputs:fertilizer,1,PFLO:CONSTRAINED,soil_nitrogen_and_lime_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,demand_soil_fertilizer_n_kt,cb:soil:technical_cost:agriculture_inputs:fertilizer,-200000,1,0,demand_soil_fertilizer_n_kt
cb:soil:land_pollution:N_leaching:fertilizer,1,PFLO:CONSTRAINED,soil_nitrogen_and_lime_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,demand_soil_fertilizer_n_kt,cb:soil:land_pollution:N_leaching:fertilizer,-60000,1,0,demand_soil_fertilizer_n_kt
cb:trns:air_pollution:X:diesel,1,PFLO:CONSTRAINED,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:air_pollution:X:diesel,-8471713,1,0,energy_consumption_trns_road_heavy_regional_diesel
cb:trns:air_pollution:X:diesel,1,PFLO:CONSTRAINED,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:air_pollution:X:diesel,-8471713,1,0,energy_consumption_trns_road_heavy_freight_diesel
cb:trns:air_pollution:X:diesel,1,PFLO:CONSTRAINED,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:air_pollution:X:diesel,-8471713,1,0,energy_consumption_trns_road_light_diesel
